Id,Price
725,160094.49165446626
15856,225013.51551161284
5480,202574.68646909113
15664,348817.69091660564
14275,146779.06332213772
7633,211352.03048990722
13329,169101.19087621014
5502,225058.15159247705
4220,301589.1391971279
11538,213710.22436218616
15975,275269.9842608109
3310,220653.14894169752
9286,143850.30144122517
11260,193635.68485523044
5214,105295.2229565741
11307,186779.30898839384
13543,363557.8724357636
615,186233.59788372897
3495,230395.7918033836
2321,240166.47987854428
12046,190617.7699325475
16688,148586.89848293734
12694,238605.07156433555
783,150117.84495633203
8968,158652.7764661188
13454,176937.9471714639
12190,261069.03332239066
11160,117781.10602777173
10291,192270.77143926977
891,286514.24047535134
2982,179689.188948916
3818,250602.30625793093
2449,192121.2449996458
8317,162814.02714784272
4922,181970.1588173157
1257,240071.80068092837
9348,222283.75919199915
4176,187949.94956402614
10704,177187.501186182
6624,115193.65334955943
5428,190861.90759232375
12749,179386.63804500905
8994,214142.59097705764
11513,145585.45739362683
3047,177153.60108163042
9519,203277.06479046802
12309,237990.04047556012
14081,272917.93779473816
8334,252344.75756807925
6343,181890.8506556732
14788,132201.32128134725
15748,437586.2830346514
153,238741.19601513742
14149,189278.0864749976
269,203349.28762847208
5452,131929.1022027742
721,145978.91713471024
5079,330196.7142189366
2831,117890.22041985199
10614,122254.41434377832
10131,256913.19224387236
9996,310685.4862480387
3061,187243.719172275
11733,331871.8722556211
3726,244016.78993146194
10929,214002.64171467518
9011,159036.2371772015
16182,244080.73567172524
4976,180746.2993145035
9897,243995.62137429573
1872,150364.16727173704
9205,394322.58373702044
5403,387673.4050882873
14074,212606.9257529219
6268,160166.27306214743
14232,171732.89736427955
8532,237552.18837788806
7034,321890.2293402619
6553,486290.959429333
3133,174698.63972016482
8596,201704.33677331771
12389,254576.6855340363
14462,177989.21147707198
8860,322482.39533173386
8377,291463.9112719828
6367,301532.30785180576
6917,256527.47993283183
4216,200875.85737401174
5806,169050.07416020118
5438,195046.48407669042
6632,194926.54855658332
2650,161883.17049916426
5396,217772.44221340984
4044,152631.46863580204
1345,207879.44270400572
856,169686.77829203944
12791,267098.4014810233
12499,216373.83456513233
12249,130355.44175044153
14641,136744.54487531778
1919,159169.5789639025
7848,207582.73127194602
10749,185519.36832450915
15554,184997.42637806662
15834,210119.44874845477
1355,139999.19261118188
15451,177972.1307414801
12401,198679.93561531056
10290,172981.52987420603
9462,116616.08182088986
3103,236755.30109795657
3420,138211.88695404094
12262,250569.32742095322
5032,135153.58870084622
8949,295366.5704324152
15567,230966.57254618895
16389,169081.64675765438
7809,85706.2796248005
8990,146757.31723092933
16089,230228.71771027573
12743,110515.92293887165
5132,126085.98063816113
1619,289430.40687150904
2428,84802.32355593941
16741,160750.86315940728
13193,223238.00606756675
12588,535085.9940046533
5067,171056.17646277646
14685,131055.53884415267
2292,184975.38584119128
5746,125381.07986746973
12578,156454.75168756387
14834,180957.9828031254
2147,172849.2480410447
8222,133355.5518316294
10419,282819.9614583631
11492,200349.85942260313
3006,205775.4781314896
8761,198495.32882311626
15371,327185.57182798017
16367,156535.44272927626
6317,277129.97758611524
10878,270514.98049829755
3895,159430.91890256506
8041,152678.65836245415
13428,438974.5951798318
14669,161450.89858360987
1006,178614.10030441327
12271,180324.50914821017
3764,407971.86398505827
7675,203733.65534126599
11709,278417.0142397801
8629,157263.53513930837
1105,416411.62174961297
6096,185723.9135327559
11727,217201.40624142796
5157,174847.90489918902
3679,150830.38137368992
1755,151038.2139363137
7391,162932.84981447997
7425,98274.29637869878
6882,420433.0253384726
10752,354015.2865865217
7472,202963.86374697613
14320,98736.79568492914
9596,168641.24089691852
5317,215647.50173315493
7378,91122.47857573195
16154,179885.87949522148
3464,195282.99048530526
4197,246132.931543712
9477,113690.98099790876
12705,197015.43879508757
16426,191738.67340566113
1481,70111.85809880696
9946,260868.75342296716
12025,219534.7196121498
5341,235451.96396081732
9923,282612.8004856144
7953,198325.28113479321
11066,269062.6758154589
5037,171949.4214140261
2509,190668.5688157471
4937,310254.94574692304
12089,386355.25702700374
4964,166302.60739686142
16500,274160.5964103772
4625,147684.93714189203
2363,385744.56058920367
8148,182809.65575198253
3804,183774.3502525046
4584,154415.61563383025
10694,106436.12815771843
2691,175930.75769861866
2983,229395.39289370296
13563,345829.3150344855
10747,214025.51403488207
1721,223662.029305057
2789,270202.11680913396
7214,258089.71306533855
8659,241375.2677484032
5107,307228.4484642565
3843,242482.68254636583
14610,398790.6531753336
15505,157463.18610099243
5060,275515.78735679435
16055,266462.03195271565
14963,199073.66426203866
4118,150449.84281119084
1672,187904.56228105392
3209,178523.95833054514
16515,137938.05707482097
973,173218.58212315562
12529,182525.74906021703
5896,117095.22692052048
5450,292958.84336865076
3249,170078.96108709247
8911,192500.11139432224
5898,240226.58651002188
1024,178278.30478712363
4766,209898.01920465365
15804,181963.40772794702
14303,197315.47254007668
10707,179070.23557227233
6605,219101.21946480585
1138,363435.9852478968
14088,460817.4251740384
9154,186266.15423850078
8190,207075.65877939007
398,284775.4356645853
13302,238613.008751016
9696,165165.3047069339
16786,134170.22976938754
16230,216607.99206138556
6552,182213.33503015517
923,213113.37739723022
9602,319507.9021441731
5857,257755.50504256037
8120,178052.79848797582
7134,188406.54710481295
11726,170626.70438744818
8069,132841.31618867867
12420,168617.0828880799
8604,192737.07942276268
4854,291864.9084322224
12212,182241.12078786572
12099,351083.7859006326
3882,436215.6680752141
6995,273402.58817190886
10172,217693.51738494032
11672,333628.44881529536
12897,277396.72217887937
16097,174750.27504690163
6779,297923.73113350075
11199,181461.7236692468
10816,426033.80393150577
143,377971.33424016245
5399,262659.59419912734
3286,154917.1609920578
13706,202808.7967245354
1935,389322.08065236546
16000,193109.4093856
2860,209859.14621781954
11407,176222.98961218688
16378,280302.70062931016
12278,185888.4525214616
3842,164234.38422876113
2692,344052.3000002922
7699,191251.77460233943
6825,295419.7819283949
7268,340746.6080136692
1477,380937.2213759689
9887,175138.99895986685
9436,183871.49231127283
3179,232392.5843806667
1350,437941.091727564
10643,191653.3225875146
5793,257519.1833738434
11494,443480.7441672952
4206,186222.80966337014
12419,242347.8155505607
8530,276173.4987150027
5985,129220.31123706681
8908,197965.03395236837
256,126220.08510638378
7234,176258.80485068978
5648,225891.97314417048
3014,229875.24801469766
2184,198804.33655776342
9189,258920.37683739446
14884,190883.57641573471
10333,179175.71344596703
15896,134867.33854944436
13269,139106.21079073226
8603,257225.43791276065
15087,180827.32713459907
4344,195945.24578392835
7981,70590.64387742578
10908,236149.9114515115
6190,164922.74784147905
11742,190567.0046484946
9224,138292.33075905705
14667,208712.0992700508
458,182539.20872615755
2464,351951.7526819797
12320,233188.1156765223
278,220014.46011084784
2912,245241.25058846976
6698,225344.90001015548
4510,117718.14933090788
4183,183351.97445886408
5551,226491.91775420003
12187,173267.34618360753
7948,222900.82443457
10808,190684.6546795984
12432,189257.61663524018
5356,175688.75516364796
8984,502235.4906916214
9203,190408.0806354212
15412,87985.80826715502
12041,128441.57871277691
7644,289275.34347484045
7071,188593.23068020458
10685,174543.66015605393
6763,186214.29073220456
940,142534.46346170202
14959,204965.42547959712
1338,154442.66020291965
5351,128349.41698759442
6524,185594.20015703302
12516,149279.35923855705
3288,256287.55715402303
3146,240392.48891133568
3954,181949.10903953883
11955,171970.75261832032
1211,220185.00864029
15668,208185.68630726042
1320,89193.33762057373
9108,181093.62400913562
16482,168726.302825263
5017,142434.177413084
8290,202251.82797148358
4304,397752.20183478825
1930,210692.92704302806
12530,166517.2820359121
11295,347527.69966746087
3002,159317.3990237313
15483,160062.9779307085
11525,205772.23154297963
13978,134197.65235424336
4885,145073.255883217
8325,175894.8164712894
3630,120575.83279315237
9165,176854.7526396566
13945,243993.1810365097
10663,194173.88755096367
14803,178089.02587916964
7621,180019.00868139294
8205,231760.5433238379
10387,215772.5290036831
5457,150467.42244277737
10234,351253.18445562833
6251,178276.1513787238
701,261818.7508746745
7930,187417.41572056594
15028,136364.290973755
12172,71166.04402022505
5805,184064.7781108935
7411,278620.32804957835
14806,223102.1446385225
7890,162088.9960177784
10440,141021.82499366184
14926,164859.17503104053
5381,149172.27442816296
3800,423926.25674314395
10511,235213.75879144995
9324,236103.77150751266
3313,214999.63728092398
7351,152510.21647191516
8459,184208.86072993974
9957,125624.62194906537
12024,191806.19140373496
4380,230071.46956034444
5042,168007.88521983408
13289,147577.99806947907
13407,415619.92837849364
13258,143284.0700764931
15993,238751.68490489078
12525,177203.24768117772
4062,230255.50332929456
12065,195279.19088709127
8227,173478.9631701624
11333,164522.9862073634
2867,135688.11714509115
3319,230603.83423121358
3523,282032.2495726675
7055,206342.76831849813
14930,175329.05804652773
3444,133053.1215577369
2940,320122.94905204896
6935,364933.1860296754
16116,334448.46891925804
13370,245612.1865066798
6103,225081.36319621568
7446,174718.3231566308
1859,175314.99679486876
4079,184507.62430528412
3228,171937.75566571002
9665,161446.3144971336
15957,404698.4755806285
11533,177784.1449936972
2314,125368.77432092113
4096,214214.48634123203
13437,172723.4719884789
5980,209520.99784435087
2008,173151.80987110085
6754,184012.26884124917
4129,156373.58178027754
14557,306688.1924759072
7096,303974.5739602277
14297,261856.05723514812
3967,230357.20110799864
16485,109843.34089381124
13075,331732.5660118079
14289,192360.77708727255
10988,159340.55737514893
3230,147882.55527802734
13250,172181.53579339336
2559,191431.2174803639
7739,333326.20978905185
7213,166305.25185106098
6639,216779.28403111434
3164,293056.1992273527
15207,164961.62572714358
5113,188919.6760102102
3929,144163.636713875
14493,259200.00301767755
11110,204524.20871370245
2033,198312.6048878613
16057,210031.52923013584
16709,220565.0045704988
14313,151143.95509232997
1028,290960.4611440546
7187,104144.24645326026
3738,338663.39474277373
9869,304815.36136661685
12644,186595.23420330873
3686,122847.7687603094
9196,275053.14821516257
12326,195645.85955215935
4936,180217.1801632715
